customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureGroup,MonthlyRevenue,RevenuePerTenureMonth,ChurnProbability,RiskLevel,RevenueAtRisk
2706-QZIHY,Female,No,Yes,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.2,387.9,0,13-24 Months,25.2,25.86,0.030029686336514705,Low,0.7567480956801705
6061-PQHMK,Female,No,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.9,527.5,0,25-48 Months,19.9,21.1,0.03194458829707607,Low,0.6356973071118137
9885-CSMWE,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.45,78.45,1,0-6 Months,78.45,78.45,0.6684699075909409,High,52.44146425050932
6137-MFAJN,Female,No,No,No,48,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,44.8,2104.55,0,25-48 Months,44.8,43.84479166666667,0.1185392047555658,Low,5.310556373049348
9122-UMROB,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.3,20.3,0,0-6 Months,20.3,20.3,0.1834248399709414,Low,3.7235242514101103
4232-JGKIY,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.2,19.2,0,0-6 Months,19.2,19.2,0.250859702706057,Low,4.816506291956294
2402-TAIRZ,Female,No,No,No,37,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,80.05,3019.1,0,25-48 Months,80.05,81.59729729729729,0.25509989563381735,Low,20.42074664548708
9659-ZTWSM,Male,Yes,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),107.35,7051.95,0,49-72 Months,107.35,106.84772727272728,0.14724029821306153,Low,15.806246013172155
9139-TWBAS,Female,No,Yes,No,26,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),47.85,1190.5,0,25-48 Months,47.85,45.78846153846154,0.06547073118923229,Low,3.132774487404765
6685-GBWJZ,Male,No,Yes,No,63,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),70.8,4448.8,0,49-72 Months,70.8,70.61587301587302,0.017128743854898588,Low,1.21271506492682
5016-ETTFF,Male,No,No,No,10,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,29.5,255.25,1,7-12 Months,29.5,25.525,0.284255018552966,Low,8.385523047312496
3866-MDTUB,Female,No,No,No,2,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,70.75,146.9,1,0-6 Months,70.75,73.45,0.49537762025508847,Medium,35.04796663304751
2195-VVRJF,Male,Yes,Yes,No,18,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),59.1,1011.05,0,13-24 Months,59.1,56.16944444444445,0.24057738521219163,Low,14.218123466040526
3913-RDSJZ,Female,No,Yes,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.55,1714.95,0,49-72 Months,25.55,26.79609375,0.003370304266998366,Low,0.08611127402180825
8058-JMEQO,Female,Yes,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.45,762.5,1,7-12 Months,84.45,84.72222222222223,0.7156609030683313,High,60.43756326412058
4203-QGNZA,Female,No,No,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,535.35,0,25-48 Months,20.25,19.119642857142857,0.05861960076795066,Low,1.1870469155510008
5043-TRZWM,Female,No,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,75.55,75.55,0,0-6 Months,75.55,75.55,0.6655253897953138,High,50.28044319903596
0697-ZMSWS,Male,No,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.65,338.9,1,0-6 Months,85.65,84.725,0.7449577852211697,High,63.80563430419319
7657-DYEPJ,Male,Yes,No,No,38,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),70.15,2497.35,1,25-48 Months,70.15,65.71973684210526,0.08556314412644497,Low,6.002254560470115
9494-BDNNC,Male,No,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,95.3,6273.4,0,49-72 Months,95.3,95.05151515151516,0.16633352295429452,Low,15.851584737544266
1640-PLFMP,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.25,70.25,0,0-6 Months,70.25,70.25,0.7480029674626534,High,52.5472084642514
5366-OBVMR,Female,No,Yes,No,18,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.3,908.75,0,13-24 Months,50.3,50.48611111111112,0.2575281647029658,Low,12.95366668455918
8276-MQBYC,Male,Yes,No,No,51,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.8,4913.3,1,49-72 Months,97.8,96.33921568627451,0.4856102029841046,Medium,47.49267785184543
7644-OMVMY,Male,No,Yes,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.85,0.0,0,0-6 Months,19.85,0.0,0.05654785592369119,Low,1.12247494008527
7593-XFKDI,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,46.3,46.3,1,0-6 Months,46.3,46.3,0.3930460944940208,Medium,18.19803417507316
4573-JKNAE,Male,No,No,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.35,212.3,0,7-12 Months,19.35,17.691666666666666,0.03172929839999591,Low,0.6139619240399209
0337-CNPZE,Female,No,No,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.3,4443.45,1,25-48 Months,106.3,108.37682926829268,0.5924637326898705,Medium,62.97889478493323
9817-APLHW,Male,No,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.0,316.2,0,7-12 Months,25.0,26.35,0.17266444043508586,Low,4.316611010877146
8380-MQINP,Female,No,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.3,1079.05,0,49-72 Months,20.3,19.619090909090907,0.004420822782628883,Low,0.08974270248736634
0840-DFEZH,Female,No,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.35,564.65,0,7-12 Months,75.35,80.66428571428571,0.7177657776032571,High,54.08365134240542
1513-XNPPH,Female,No,No,No,12,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.4,1095.65,1,7-12 Months,89.4,91.30416666666667,0.6150857903614694,High,54.98866965831537
8690-ZVLCL,Female,No,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),88.0,6161.9,0,49-72 Months,88.0,90.61617647058824,0.012083666309464901,Low,1.0633626352329113
6015-VVHHE,Female,Yes,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),83.15,446.05,1,0-6 Months,83.15,89.21000000000001,0.6360166478397309,High,52.88478426787363
1125-SNVCK,Female,Yes,No,No,49,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,43.8,2106.05,0,49-72 Months,43.8,42.98061224489796,0.08327835785353041,Low,3.6475920739846317
0384-LPITE,Male,No,No,No,40,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),62.05,2511.55,0,25-48 Months,62.05,62.78875000000001,0.04693026496622858,Low,2.9120229411544836
4616-EWBNJ,Female,No,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.1,318.6,0,13-24 Months,20.1,19.9125,0.05002708619883666,Low,1.005544432596617
6347-DCUIK,Male,No,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.15,811.8,1,7-12 Months,74.15,81.17999999999999,0.6072385380191446,High,45.02673759411958
1335-HQMKX,Female,No,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,101.35,7323.15,0,49-72 Months,101.35,101.71041666666666,0.23516203506240255,Low,23.8336722535745
2545-EBUPK,Female,Yes,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.05,186.05,0,0-6 Months,84.05,93.025,0.755334935695654,High,63.485901345219716
6923-AQONU,Male,No,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.9,454.0,0,13-24 Months,20.9,19.73913043478261,0.01987318034715929,Low,0.41534946925562916
2172-EJXVF,Female,Yes,No,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,105.9,7521.95,0,49-72 Months,105.9,105.94295774647888,0.2592066500488656,Low,27.44998424017487
0897-FEGMU,Female,No,Yes,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.5,1056.95,1,7-12 Months,99.5,96.08636363636364,0.724278744566751,High,72.06573508439172
7663-RGWBC,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.15,44.15,1,0-6 Months,44.15,44.15,0.49496209250968415,Medium,21.852576384302555
1120-BMWUB,Female,No,No,No,16,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,53.9,834.15,1,13-24 Months,53.9,52.134375,0.2771126955333734,Low,14.936374289248826
9124-LHCJQ,Female,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,85.45,85.45,1,0-6 Months,85.45,85.45,0.6798678324827577,High,58.09470628565165
4536-PLEQY,Male,No,Yes,No,12,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.05,999.8,0,7-12 Months,85.05,83.31666666666666,0.5875444317092513,Medium,49.970653916871825
7029-IJEJK,Female,No,No,No,54,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),44.1,2369.7,0,49-72 Months,44.1,43.88333333333333,0.014312273494548975,Low,0.6311712611096099
8871-JLMHM,Female,No,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),90.2,6297.65,0,49-72 Months,90.2,92.6125,0.036335920966356246,Low,3.2775000711653335
2235-ZGKPT,Female,No,Yes,Yes,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,50.85,239.55,1,0-6 Months,50.85,59.8875,0.3731633735040361,Medium,18.975357542680236
3891-PUQOD,Female,No,No,Yes,1,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,59.2,59.2,1,0-6 Months,59.2,59.2,0.5071882024142927,Medium,30.02554158292613
5447-VYTKW,Male,No,No,No,27,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,53.45,1461.45,0,25-48 Months,53.45,54.12777777777778,0.09268588374750533,Low,4.954060486304161
3623-FQBOX,Male,No,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.95,416.4,0,13-24 Months,19.95,19.82857142857143,0.11746806301162399,Low,2.3434878570818984
0689-NKYLF,Male,No,No,No,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,83.2,1060.6,1,13-24 Months,83.2,81.58461538461538,0.68805686886378,High,57.2463314894665
8659-HDIYE,Female,Yes,No,No,64,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),74.65,4869.35,0,49-72 Months,74.65,76.08359375,0.059570202117086184,Low,4.446915588040484
3658-KIBGF,Female,No,No,No,1,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,54.9,54.9,1,0-6 Months,54.9,54.9,0.485066194384196,Medium,26.63013407169236
3474-BAFSJ,Male,No,Yes,No,57,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),57.5,3265.95,0,49-72 Months,57.5,57.29736842105263,0.021607606043926256,Low,1.2424373475257597
5519-YLDGW,Female,No,Yes,No,21,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.9,2254.2,1,13-24 Months,103.9,107.34285714285711,0.5754750483418897,Medium,59.79185752272234
3865-ZFZIB,Male,No,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.65,358.15,0,13-24 Months,19.65,18.85,0.02367863869112267,Low,0.46528525028056045
1855-AGAWH,Male,No,Yes,No,31,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,93.8,2939.8,0,25-48 Months,93.8,94.83225806451614,0.4271810891720357,Medium,40.06958616433695
7109-CQYUZ,Male,No,No,No,52,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,89.25,4652.4,0,49-72 Months,89.25,89.46923076923076,0.02983216062575287,Low,2.6625203358484435
1370-GGAWX,Female,No,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,94.15,4408.45,0,25-48 Months,94.15,95.8358695652174,0.339291628461921,Medium,31.944306819689864
4680-KUTAJ,Female,Yes,No,No,11,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,55.6,580.8,0,7-12 Months,55.6,52.8,0.3926854315873789,Medium,21.83330999625827
5307-UVGNB,Female,No,Yes,Yes,53,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),48.7,2495.2,0,49-72 Months,48.7,47.079245283018864,0.07083848452814494,Low,3.4498341965206585
4946-EDSEW,Female,No,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.25,180.3,1,7-12 Months,19.25,16.39090909090909,0.17400603885372112,Low,3.3496162479341316
2883-ILGWO,Male,Yes,No,No,57,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.9,5913.95,0,49-72 Months,104.9,103.75350877192982,0.2886711454348252,Low,30.281603156113164
2516-VQRRV,Female,Yes,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.45,158.4,1,0-6 Months,75.45,79.2,0.6633371418986997,High,50.048787356256895
7580-UGXNC,Female,Yes,No,No,2,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,54.85,104.2,1,0-6 Months,54.85,52.1,0.28346297483002747,Low,15.547944169427007
3642-BYHDO,Female,No,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.9,1389.35,0,49-72 Months,19.9,19.56830985915493,0.002016813235063254,Low,0.040134583377758756
9629-NHXFW,Female,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.4,19.4,0,0-6 Months,19.4,19.4,0.2547900522121919,Low,4.942927012916523
2696-RZVZW,Male,No,Yes,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.05,1629.2,0,49-72 Months,25.05,23.958823529411767,0.002462016155034933,Low,0.06167350468362507
5766-FTRTS,Male,No,Yes,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,84.45,6033.1,0,49-72 Months,84.45,83.79305555555555,0.010038874184780883,Low,0.8477829249047456
0396-HUJBP,Female,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.3,44.4,0,0-6 Months,19.3,22.2,0.17600203859872887,Low,3.3968393449554672
5178-LMXOP,Male,Yes,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,95.1,1,0-6 Months,95.1,95.1,0.7688072064006373,High,73.1135653287006
8879-ZKJOF,Female,No,No,No,41,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),79.85,3320.75,0,25-48 Months,79.85,80.9939024390244,0.06330337840320843,Low,5.054774765496193
6285-FTQBF,Male,No,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.55,1867.7,0,49-72 Months,25.55,25.94027777777778,0.0021378033123389904,Low,0.054620874630261204
8185-UPYBR,Male,No,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.5,438.0,1,0-6 Months,75.5,73.0,0.7212771534664535,High,54.45642508671724
4585-HETAI,Female,No,Yes,Yes,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,73.75,325.45,1,0-6 Months,73.75,81.3625,0.7343987523652904,High,54.161907986940165
7526-BEZQB,Male,No,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.05,1148.1,1,7-12 Months,96.05,95.675,0.7158758994699282,High,68.75988014408661
1474-JUWSM,Female,No,Yes,No,58,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,68.4,3972.25,0,49-72 Months,68.4,68.48706896551724,0.04624354610409686,Low,3.1630585535202256
3530-CRZSB,Female,No,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.65,155.9,0,7-12 Months,20.65,22.27142857142857,0.14543976722021043,Low,3.003331193097345
8498-XXGWA,Female,No,Yes,No,65,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,55.15,3673.15,0,49-72 Months,55.15,56.51,0.056346716993328896,Low,3.1075214421820885
9617-INGJY,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.6,70.6,0,0-6 Months,70.6,70.6,0.6649160255817431,High,46.94307140607106
0621-TSSMU,Male,No,Yes,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.95,1126.75,0,49-72 Months,19.95,20.120535714285715,0.007527757180416889,Low,0.15017875574931694
7234-KMNRQ,Male,No,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.0,73.45,0,0-6 Months,19.0,18.3625,0.1621144952124688,Low,3.080175409036907
7636-PEPNS,Female,No,Yes,Yes,58,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,44.1,2413.05,0,49-72 Months,44.1,41.60431034482759,0.04411859488818858,Low,1.9456300345691167
4683-WYDOU,Male,No,Yes,No,62,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),107.6,6912.7,0,49-72 Months,107.6,111.49516129032256,0.09656845599769764,Low,10.390765865352266
9052-DHNKM,Male,No,No,No,26,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,No,Electronic check,61.55,1581.95,0,25-48 Months,61.55,60.84423076923077,0.11337682656089229,Low,6.97834367482292
6794-HKIAJ,Male,No,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),90.7,5586.45,0,49-72 Months,90.7,90.1040322580645,0.13865214103594078,Low,12.57574919195983
5578-NKCXI,Female,No,Yes,Yes,58,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),99.25,5846.65,0,49-72 Months,99.25,100.80431034482758,0.09389343258080617,Low,9.318923183645012
1642-HMARX,Female,No,Yes,No,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,91.7,6424.7,0,49-72 Months,91.7,94.48088235294118,0.03205194252047653,Low,2.939163129127698
3096-WPXBT,Female,No,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),100.7,6018.65,0,49-72 Months,100.7,98.66639344262296,0.12495759594399229,Low,12.583229911560025
8434-PNQZX,Female,No,No,No,42,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),78.45,3373.4,0,25-48 Months,78.45,80.31904761904762,0.049852652003862324,Low,3.9109405497029996
5950-AAAGJ,Male,No,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),84.3,1537.9,0,13-24 Months,84.3,85.4388888888889,0.4531569260948017,Medium,38.20112886979178
4299-OPXEJ,Female,No,No,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.55,1080.55,0,49-72 Months,19.55,19.295535714285712,0.006210062203005293,Low,0.12140671606875347
4951-UKAAQ,Female,No,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,88.95,355.2,1,0-6 Months,88.95,88.8,0.7485135799690819,High,66.58028293824984
9618-LFJRU,Female,No,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.45,82.85,0,0-6 Months,20.45,20.7125,0.15315019315900236,Low,3.131921450101598
6693-DJWTY,Female,No,No,Yes,35,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),55.6,2016.45,0,25-48 Months,55.6,57.612857142857145,0.05139801511458078,Low,2.8577296403706915
0744-GKNGE,Female,No,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),86.8,5327.25,0,49-72 Months,86.8,83.23828125,0.11806044576494588,Low,10.247646692397302
6447-EGDIV,Female,No,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.95,683.25,0,25-48 Months,20.95,22.04032258064516,0.026503678364068705,Low,0.5552520617272394
1167-OYZJF,Female,Yes,Yes,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.05,1263.05,0,49-72 Months,20.05,18.851492537313437,0.0036709451725328033,Low,0.0736024507092827
2108-YKQTY,Female,No,No,No,4,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),50.7,151.3,1,0-6 Months,50.7,37.825,0.34956142614090774,Medium,17.722764305344022
4806-DXQCE,Female,Yes,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,113.65,7714.65,0,49-72 Months,113.65,110.20928571428573,0.07824763025452035,Low,8.892843178426238
4918-QLLIW,Male,No,No,No,3,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),53.4,188.7,1,0-6 Months,53.4,62.9,0.36685274132450546,Medium,19.589936386728592
7056-IMHCC,Male,Yes,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.9,5549.4,1,49-72 Months,101.9,104.70566037735848,0.5089775792590358,Medium,51.864815326495744
4854-SSLTN,Male,No,Yes,Yes,2,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,59.5,130.5,0,0-6 Months,59.5,65.25,0.06427568871061289,Low,3.8244034782814667
5294-DMSFH,Female,No,Yes,Yes,29,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),87.8,2621.75,0,25-48 Months,87.8,90.40517241379312,0.4822366980445555,Medium,42.34038208831197
4837-PZTIC,Female,No,No,No,47,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,41.9,1875.25,0,25-48 Months,41.9,39.89893617021277,0.009583316357655832,Low,0.40154095538577933
1625-JAIIY,Female,No,Yes,Yes,68,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,83.0,5685.8,1,49-72 Months,83.0,83.61470588235295,0.1803094876355813,Low,14.965687473753247
0603-OLQDC,Male,No,No,Yes,12,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,69.85,837.5,0,7-12 Months,69.85,69.79166666666667,0.31889412177965093,Medium,22.274754406308617
3272-VUHPV,Female,No,Yes,Yes,8,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),56.3,401.5,0,7-12 Months,56.3,50.1875,0.2498263058794819,Low,14.06522102101483
4176-FXYBO,Male,No,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,109.55,6118.95,0,49-72 Months,109.55,113.31388888888888,0.32328839479112137,Medium,35.416243649367345
1063-DHQJF,Male,No,Yes,Yes,69,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,92.15,6480.9,0,49-72 Months,92.15,93.92608695652171,0.058993286137230844,Low,5.436231317545823
8663-UPDGF,Female,No,No,No,26,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),69.5,1800.05,0,25-48 Months,69.5,69.2326923076923,0.22209874081551936,Low,15.435862486678596
6719-FGEDO,Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),97.0,7104.2,0,49-72 Months,97.0,98.66944444444444,0.03735175096185475,Low,3.6231198432999108
1837-YQUCE,Female,No,No,No,70,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),58.35,4214.25,0,49-72 Months,58.35,60.20357142857143,0.008839067706730035,Low,0.5157596006876976
2947-DOMLJ,Male,No,No,Yes,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,50.6,50.6,1,0-6 Months,50.6,50.6,0.28742524293748833,Low,14.54371729263691
4112-LUEIZ,Male,No,No,No,10,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.5,863.1,1,7-12 Months,89.5,86.31,0.7151392832736772,High,64.0049658529941
